"SOURCE_INVOICE_NUMBER","SOURCE_LINE_NUMBER","ITEM_TYPE","SOURCE_ITEM_TYPE","ITEM_CODE","DESCRIPTION","QUANTITY","UNIT_PRICE","DISCOUNT","TOTAL","VAT_AMOUNT","UNIT","CURRENCY"
IJ300343,2,parts,M,PAR9999005917,BRAINDING STICKER,3,10.5,0,31.5,1.58,PCS,AED
IJ300343,3,parts,M,PAR9999005965,AA  STICKER,1,2.1,0,2.1,0.11,PCS,AED
IJ300343,4,parts,M,PAR9999005938,NUMBER STICKER FENDER SIDE (0-9),4,1.05,0,4.2,0.21,PCS,AED
IJ300343,5,parts,M,PAR9999005914,AMAN TAXI DOOR LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300343,6,parts,M,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300343,7,service,C,"9999",PAINT AND THINNERS,1,50,0,50,2.5,NOS,AED
IJ300343,8,service,O,"9999",Labour EXCESS,1,672.85,0,672.85,33.64,NOS,AED
IJ300344,1,service,L,B00000,FRONT ACCIDENT REPAIR,9.57,95,0,909.15,45.46,HRS,AED
IJ300344,2,parts,M,PAR2312000002,LHS HEADLIGHT. DZIRE,1,236.25,0,236.25,11.81,PCS,AED
IJ300344,3,parts,M,PAR2312000003,"RADIATOR ASSY, DZIRE",1,304.5,0,304.5,15.23,PCS,AED
IJ300344,4,parts,M,PAR2312000004,"FRT LHS FENDER , SUZUKI DZIRE",1,204.75,0,204.75,10.24,PCS,AED
IJ300344,5,parts,M,PAR9999006375,"SHOW GRILLE CHROM, SUZUKI DZIRE",1,351.75,0,351.75,17.59,PCS,AED
IJ300344,6,service,C,"9999",PAINT AND THINNERS,1,60,0,60,3,NOS,AED
IJ300344,7,service,O,"9999",Labour EXCESS,1,1733.6,0,1733.6,86.68,NOS,AED
IJ300345,1,service,L,B00000,REAR ACCIDENT REPAIR,13.83,95,0,1313.85,65.69,HRS,AED
IJ300345,2,parts,M,PAR1101002557,LH TAIL LAMP,1,94.5,0,94.5,4.73,PCS,AED
IJ300345,3,parts,M,PAR1101002935,REAR BUMPER,1,115.931,0,115.93,5.8,PCS,AED
IJ300345,4,parts,M,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,0,10.5,0.53,PCS,AED
IJ300345,5,parts,M,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300345,6,parts,M,PAR9999005917,BRAINDING STICKER,1,10.5,0,10.5,0.53,PCS,AED
IJ300345,7,parts,M,PAR9999005938,NUMBER STICKER FENDER SIDE (0-9),4,1.05,0,4.2,0.21,PCS,AED
IJ300345,8,parts,M,PAR9999005965,AA  STICKER,1,2.1,0,2.1,0.11,PCS,AED
IJ300345,9,parts,M,PAR9999005914,AMAN TAXI DOOR LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300345,10,service,C,"9999",PAINT AND THINNERS,1,60,0,60,3,NOS,AED
IJ300345,11,service,O,"9999",Labour EXCESS,1,267.42,0,267.42,13.37,NOS,AED
IJ300346,1,service,L,B00000,REAR ACCIDENT REPAIR,8,95,0,760,38,HRS,AED
IJ300346,2,parts,M,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300346,3,parts,M,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,0,10.5,0.53,PCS,AED
IJ300346,4,parts,M,PAR9999005911,MY SPEED IS MONITORED ENGLISH,1,7.875,0,7.88,0.39,PCS,AED
IJ300346,5,parts,M,PAR9999005912,MY SPEED IS MONITORED ARABIC,1,7.875,0,7.88,0.39,PCS,AED
IJ300346,6,service,C,"9999",PAINT AND THINNERS,1,50,0,50,2.5,NOS,AED
IJ300346,7,service,O,"9999",Labour EXCESS,1,553.24,0,553.24,27.66,NOS,AED
IJ300347,1,service,L,B00000,FRONT ACCIDENT REPAIR,0.92,95,0,87.4,4.37,HRS,AED
IJ300347,2,service,O,"9999",Labour EXCESS,1,162.6,0,162.6,8.13,NOS,AED
IJ300348,1,service,L,B00000,REAR ACCIDENT REPAIR,3,95,0,285,14.25,HRS,AED
IJ300348,2,parts,M,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,0,10.5,0.53,PCS,AED
IJ300348,3,parts,M,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300348,4,service,C,"9999",PAINT AND THINNERS,1,30,0,30,1.5,NOS,AED
IJ300348,5,service,O,"9999",Labour EXCESS,1,164,0,164,8.2,NOS,AED
IJ300349,1,service,L,B00000,TAIL GATE REPAIR,3,95,0,285,14.25,HRS,AED
IJ300349,2,service,S,SLJ00245,WORK PERMIT FROM MUROOR (ADNOC),1,46,0,46,2.3,NOS,AED
IJ300349,3,service,C,"9999",PAINT AND THINNERS,1,20,0,20,1,NOS,AED
IJ300349,4,service,O,"9999",Labour EXCESS,1,49,0,49,2.45,NOS,AED
IJ300350,1,service,L,B00000,FRONT RH ACCIDENT REPAIR,0.92,95,0,87.4,4.37,HRS,AED
IJ300350,2,service,C,"9999",PAINT AND THINNERS,1,10,0,10,0.5,NOS,AED
IJ300350,3,service,O,"9999",Labour EXCESS,1,152.6,0,152.6,7.63,NOS,AED
IJ300351,1,service,L,B00000,REAR ACCIDENT REPAIR,2,95,0,190,9.5,HRS,AED
IJ300351,2,parts,M,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300351,3,parts,M,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,0,10.5,0.53,PCS,AED
IJ300351,4,service,C,"9999",PAINT AND THINNERS,1,20,0,20,1,NOS,AED
IJ300351,5,service,O,"9999",Labour EXCESS,1,169,0,169,8.45,NOS,AED
IJ300352,1,service,L,B00000,LH SIDE ACCIDENT REPAIR,20.67,95,0,1963.65,98.18,HRS,AED
IJ300352,2,parts,M,PAR1304000611,"FRONT LHS DOOR (NG), ATTRAGE",1,388.5,0,388.5,19.43,PCS,AED
IJ300352,3,parts,M,PAR1304000362,FRT LHS FENDER,1,157.5,0,157.5,7.88,PCS,AED
IJ300352,4,parts,M,PAR1304000103,"GLASS, FR DOOR WINDOW LH",1,229.95,0,229.95,11.5,PCS,AED
IJ300352,5,parts,M,TYR9999004856,DEESTONE 185/55R15 82V (THAILAND),1,235,0,235,11.75,PCS,AED
IJ300352,6,service,S,SLJ00271,WHEEL ALIGNMENT,1,57.75,0,57.75,2.89,NOS,AED
IJ300352,7,service,C,"9999",PAINT AND THINNERS,1,100,0,100,5,NOS,AED
IJ300352,8,service,O,"9999",Labour EXCESS,1,1367.65,0,1367.65,68.38,NOS,AED
IJ300353,1,service,L,B00000,FRONT LH ACCIDENT REPAIR,4.5,95,0,427.5,21.38,HRS,AED
IJ300353,2,service,C,"9999",PAINT AND THINNERS,1,40,0,40,2,NOS,AED
IJ300353,3,service,O,"9999",Labour EXCESS,1,232.5,0,232.5,11.63,NOS,AED
IJ300354,1,service,L,B00000,FRONT ACCIDENT REPAIR,35.15,95,0,3339.25,166.96,HRS,AED
IJ300354,2,parts,M,PAR1101001207,"BRACKET SUB-ASSY, FRT SIDE MEMBER, LH",1,234.686,0,234.69,11.73,PCS,AED
IJ300354,3,parts,M,PAR1101001208,"BRACKET SUB-ASSY, BODY MOUNTING, NO.2 LH",1,198.828,0,198.83,9.94,PCS,AED
IJ300354,4,parts,M,PAR1101002863,REINFORCEMENT FRNT,1,250.656,0,250.66,12.53,PCS,AED
IJ300354,5,parts,M,PAR1101001359,HEADLAMP LH,1,252,0,252,12.6,PCS,AED
IJ300354,6,parts,M,PAR1101001611,FRONT BUMPER,1,99.75,0,99.75,4.99,PCS,AED
IJ300354,7,parts,M,PAR1101002567,HOOD ASSY,1,283.5,0,283.5,14.18,PCS,AED
IJ300354,8,parts,M,PAR1101002337,FRONT LH FENDER,1,60.9,0,60.9,3.05,PCS,AED
IJ300354,9,parts,M,PAR1101002332,SHOW GRILL,1,63,0,63,3.15,PCS,AED
IJ300354,10,parts,M,PAR1101001750,FRONT BUMPER LOWER GRILL,1,78.75,0,78.75,3.94,PCS,AED
IJ300354,11,parts,M,PAR1101001926,FRONT LH BUMPER BRAKET,1,9.45,0,9.45,0.47,PCS,AED
IJ300354,12,parts,M,PAR1101002290,FRONT RH BUMPER BRAKET,1,8.4,0,8.4,0.42,PCS,AED
IJ300354,13,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,17,0,17,0.85,PCS,AED
IJ300354,14,parts,M,PAR9999001410,CONDENSOR PIPING CLAMP,1,18.249,0,18.25,0.91,PCS,AED
IJ300354,15,parts,M,PAR1101001616,HINGE ASSY HOOD RH,1,22.05,0,22.05,1.1,PCS,AED
IJ300354,16,parts,M,PAR1101001617,HINGE ASSY HOOD LH,1,22.05,0,22.05,1.1,PCS,AED
IJ300354,17,parts,M,PAR1101002086,"EMBLEM ASSY ,RADIATOR GRILLE",1,76.671,0,76.67,3.83,PCS,AED
IJ300354,18,parts,M,PAR9999005917,BRAINDING STICKER,1,10.5,0,10.5,0.53,PCS,AED
IJ300354,19,parts,M,PAR1101001929,FRONT BUMPER LH MOULDING,1,21,0,21,1.05,PCS,AED
IJ300354,20,parts,M,PAR1101001170,HOOD SUPPORT,1,14.7,0,14.7,0.74,PCS,AED
IJ300354,21,service,S,SLJ00229,MUROOR PASSING,1,157.5,0,157.5,7.88,NOS,AED
IJ300354,22,service,S,SLJ00236,ABS CALLIBRATION CHARGE,1,105,0,105,5.25,NOS,AED
IJ300354,23,parts,M,PAR1101001360,HEADLAMP RH,1,252,0,252,12.6,PCS,AED
IJ300354,24,parts,M,PAR1101001359,HEADLAMP LH,1,252,0,252,12.6,PCS,AED
IJ300354,25,service,C,"9999",PAINT AND THINNERS,1,100,0,100,5,NOS,AED
IJ300354,26,service,C,"9999",AC GAS,0.5,65,0,32.5,1.63,NOS,AED
IJ300354,27,service,O,"9999",Labour EXCESS,1,2919.6,0,2919.6,145.98,NOS,AED
IJ300355,1,service,S,SLJ00224,Vehicle bought by Recovery - Others,1,140,0,140,7,NOS,AED
IJ300355,2,service,O,"9999",Labour EXCESS,1,0,0,0,0,NOS,AED
IJ300356,1,service,L,B00000,FRONT ACCIDENT REPAIR,29.83,95,0,2833.85,141.69,HRS,AED
IJ300356,2,parts,M,PAR2305000100,"SHOW GRILL, CIAZ 24",1,378,0,378,18.9,PCS,AED
IJ300356,3,parts,M,PAR2305000070,FRONT REINFORCEMENT,1,63,0,63,3.15,NOS,AED
IJ300356,4,parts,M,PAR2305000101,"HEADLAMO LH, CIAZ 24",1,546,0,546,27.3,PCS,AED
IJ300356,5,parts,M,PAR2305000008,HEADLAMP ASSY RH,1,561.75,0,561.75,28.09,PCS,AED
IJ300356,6,parts,M,PAR2305000068,AC CONDENSER,1,472.5,0,472.5,23.63,BAG,AED
IJ300356,7,parts,M,PAR2305000067,RADIATOR,1,782.25,0,782.25,39.11,NOS,AED
IJ300356,8,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,17,0,17,0.85,PCS,AED
IJ300356,9,parts,M,PAR9999006196,BULB H7-12V - HELLA,4,6.09,0,24.36,1.22,PCS,AED
IJ300356,10,parts,M,PAR9999001815,PARKING BULB 2825-OSRAM,2,0.956,0,1.92,0.1,PCS,AED
IJ300356,11,parts,M,PAR9999005251,BULB 12 V 21W (7504 -OSRAM) SINGAL FILIMENT,2,2.625,0,5.26,0.26,PCS,AED
IJ300356,12,service,C,"9999",PAINT AND THINNERS,1,100,0,100,5,NOS,AED
IJ300356,13,service,O,"9999",Labour EXCESS,1,2714.11,0,2714.11,135.71,NOS,AED
IJ300357,1,service,L,B00000,REAR RIGHT ACCIDENT REPAIR,2,95,0,190,9.5,HRS,AED
IJ300357,2,service,C,"9999",PAINT AND THINNERS,1,30,0,30,1.5,NOS,AED
IJ300357,3,service,O,"9999",Labour EXCESS,1,180,0,180,9,NOS,AED
IJ300358,1,service,L,B00000,REAR ACCIDENT REPAIR,3,95,0,285,14.25,HRS,AED
IJ300358,2,parts,M,PAR9999005965,AA  STICKER,1,2.1,0,2.1,0.11,PCS,AED
IJ300358,3,parts,M,PAR9999005917,BRAINDING STICKER,1,10.5,0,10.5,0.53,PCS,AED
IJ300358,4,service,C,"9999",PAINT AND THINNERS,1,30,0,30,1.5,NOS,AED
IJ300358,5,service,O,"9999",Labour EXCESS,1,172.4,0,172.4,8.62,NOS,AED
IJ300359,1,service,L,B00000,REAR ACCIDENT REPAIR,13.83,95,0,1313.85,65.69,HRS,AED
IJ300359,2,parts,M,PAR9999005917,BRAINDING STICKER,2,10.5,0,21,1.05,PCS,AED
IJ300359,3,service,C,"9999",PAINT AND THINNERS,1,60,0,60,3,NOS,AED
IJ300359,4,service,O,"9999",Labour EXCESS,1,405.15,0,405.15,20.26,NOS,AED
IJ300360,1,service,L,B00000,LH ACCIDNET REPAIR,8.92,95,0,847.4,42.37,HRS,AED
IJ300360,1,service,O,"9999",Labour EXCESS,1,182.1,0,182.1,9.11,NOS,AED
IJ300360,2,parts,M,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,0,10.5,0.53,PCS,AED
IJ300360,3,service,C,"9999",PAINT AND THINNERS,1,60,0,60,3,NOS,AED
IJ300361,1,service,L,B00000,FRONT LH ACCIDENT REPAIR,2,95,0,190,9.5,HRS,AED
IJ300361,2,service,C,"9999",PAINT AND THINNERS,1,20,0,20,1,NOS,AED
IJ300361,3,service,O,"9999",Labour EXCESS,1,890,0,890,44.5,NOS,AED
IJ300362,1,service,L,B00000,FRONT RH ACCIDENT REPAIR,10,95,0,950,47.5,HRS,AED
IJ300362,2,service,C,"9999",PAINT AND THINNERS,1,60,0,60,3,NOS,AED
IJ300362,3,service,O,"9999",Labour EXCESS,1,690,0,690,34.5,NOS,AED
IJ300363,1,service,L,B00000,FRONT ACCIDENT REPAIR,54.33,95,0,5161.35,258.07,HRS,AED
IJ300363,2,parts,M,PAR1101002936,FT BUMPER ASSY,1,104.36,0,104.36,5.22,PCS,AED
IJ300363,3,parts,M,PAR1101003298,"SHOW GRILL ( COMPLETE WITH BRACKETS ) - NG, CAMRY 25",1,97.388,0,97.39,4.87,PCS,AED
